year;fcode;employ;sales;avgsal;scrap;rework;tothrs;union;grant;d89;d88;totrain;hrsemp;lscrap;lemploy;lsales;lrework;lhrsemp;lscrap_1;grant_1;clscrap;cgrant;clemploy;clsales;lavgsal;clavgsal;cgrant_1;chrsemp;clhrsemp
1989;418046;25;NA;12000;NA;NA;4;0;0;1;0;25;4,0000000000000000;NA;3,21887588500977;NA;NA;1,6094379425048828;NA;1;NA;-1;0,22314357757568359;NA;9,39266204833984;0,00000000000000000;1;-20,00000000000000000;-1,60943794250488281
1987;418051;NA;NA;NA;0,44999998807907104;0,14000000059604645;25;1;0;0;0;30;NA;-0,7985077500343323;NA;NA;-1,9661128520965576;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA
1988;418051;NA;NA;NA;0,50000000000000000;0,17000000178813934;13;1;1;0;1;199;NA;-0,6931471824645996;NA;NA;-1,7719568014144897;NA;-0,7985077500343323;0;0,1053605675697327;1;NA;NA;NA;NA;0;NA;NA
1989;418051;NA;NA;NA;0,50000000000000000;0,17000000178813934;20;1;0;1;0;15;NA;-0,6931471824645996;NA;NA;-1,7719568014144897;NA;-0,6931471824645996;1;0,0000000000000000;-1;NA;NA;NA;NA;1;NA;NA
1987;418052;6;400000;25861;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;1,79175949096680;12,8992195129395;NA;0,0000000000000000;NA;0;NA;0;NA;NA;10,16049098968506;NA;NA;NA;NA
1988;418052;5;500000;25168;NA;NA;55;0;1;0;1;5;55,0000000000000000;NA;1,60943794250488;13,1223630905151;NA;4,0253515243530273;NA;0;NA;1;-0,18232154846191406;0,22314357757568359;10,13332843780518;-0,02716255187988281;0;55,00000000000000000;4,02535152435302734
1989;418052;7;600000;23625;NA;NA;0;0;0;1;0;0;0,0000000000000000;NA;1,94591009616852;13,3046846389771;NA;0,0000000000000000;NA;1;NA;-1;0,33647215366363525;0,18232154846191406;10,07006072998047;-0,06326770782470703;1;-55,00000000000000000;-4,02535152435302734
1987;418054;60;3330457;11500;1,25000000000000000;NA;0;0;0;0;0;3;0,0000000000000000;0,2231435477733612;4,09434461593628;15,0186204910278;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,35010242462158;NA;NA;NA;NA
1988;418054;65;3765312;12500;1,53999996185302734;NA;40;0;1;0;1;3;1,8461538553237915;0,4317823946475983;4,17438745498657;15,1413412094116;NA;1,0459685325622559;0,2231435477733612;0;0,2086388468742371;1;0,08004283905029297;0,12272071838378906;9,43348407745361;0,08338165283203125;0;1,84615385532379150;1,04596853256225586
1989;418054;56;3533090;13200;0,95999997854232788;NA;10;0;0;1;0;0;0,0000000000000000;-0,0408220179378986;4,02535152435303;15,0776834487915;NA;0,0000000000000000;0,4317823946475983;1;-0,4726044237613678;-1;-0,14903593063354492;-0,06365776062011719;9,48797225952148;0,05448818206787109;1;-1,84615385532379150;-1,04596853256225586
1987;418065;259;26942000;15038;1,29999995231628418;0,50000000000000000;6;1;0;0;0;150;3,4749035835266113;0,2623642385005951;5,55682802200317;17,1091976165771;-0,6931471824645996;1,4984848499298096;NA;0;NA;0;NA;NA;9,61833572387695;NA;NA;NA;NA
1988;418065;331;32161000;15434;1,50000000000000000;0,69999998807907104;21;1;1;0;1;244;15,4803628921508789;0,4054650962352753;5,80211830139160;17,2862644195557;-0,3566749691963196;2,8021695613861084;0,2623642385005951;0;0,1431008577346802;1;0,24529027938842773;0,17706680297851562;9,64432811737061;0,02599239349365234;0;12,00545883178710938;1,30368471145629883
1989;418065;321;31046000;16307;1,00000000000000000;0,69999998807907104;6;1;0;1;0;180;3,3644859790802002;0,0000000000000000;5,77144098281860;17,2509803771973;-0,3566749691963196;1,4735003709793091;0,4054650962352753;1;-0,4054650962352753;-1;-0,03067731857299805;-0,03528404235839844;9,69934940338135;0,05502128601074219;1;-12,11587715148925781;-1,32866919040679932
1987;418066;35;NA;NA;NA;NA;2;0;0;0;0;35;2,0000000000000000;NA;3,55534815788269;NA;NA;1,0986123085021973;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA
1988;418066;34;NA;NA;NA;NA;NA;0;1;0;1;34;NA;NA;3,52636051177979;NA;NA;NA;NA;0;NA;1;-0,02898764610290527;NA;NA;NA;0;NA;NA
1989;418066;36;NA;NA;NA;NA;3;0;0;1;0;36;3,0000000000000000;NA;3,58351898193359;NA;NA;1,3862943649291992;NA;1;NA;-1;0,05715847015380859;NA;NA;NA;1;NA;NA
1987;418076;60;3870000;19968;1,05999994277954102;2,00000000000000000;50;0;0;0;0;20;16,6666660308837891;0,0582688525319099;4,09434461593628;15,1687650680542;0,6931471824645996;2,8716795444488525;NA;0;NA;0;NA;NA;9,90188598632812;NA;NA;NA;NA
1988;418076;70;3882000;20800;0,80000001192092896;1,50000000000000000;52;0;1;0;1;41;30,4571437835693359;-0,2231435328722000;4,24849510192871;15,1718606948853;0,4054650962352753;3,4486260414123535;0,0582688525319099;0;-0,2814123928546906;1;0,15415048599243164;0,00309562683105469;9,94270801544189;0,04082202911376953;0;13,79047775268554688;0,57694649696350098
1989;418076;70;5330000;21840;0,21999999880790710;0,50000000000000000;50;0;0;1;0;20;14,2857141494750977;-1,5141277313232422;4,24849510192871;15,4888620376587;-0,6931471824645996;2,7269186973571777;-0,2231435328722000;1;-1,2909841537475586;-1;0,00000000000000000;0,31700134277343750;9,99149799346924;0,04878997802734375;1;-16,17142868041992188;-0,72170734405517578
1987;418083;125;26000000;20000;3,00000000000000000;0,05000000074505806;0;1;0;0;0;0;0,0000000000000000;1,0986123085021973;4,82831382751465;17,0736064910889;-2,9957323074340820;0,0000000000000000;NA;0;NA;0;NA;NA;9,90348720550537;NA;NA;NA;NA
1988;418083;120;36000000;20000;2,00000000000000000;0,00000000000000000;NA;1;1;0;1;120;NA;0,6931471824645996;4,78749179840088;17,3990287780762;NA;NA;1,0986123085021973;0;-0,4054651260375977;1;-0,04082202911376953;0,32542228698730469;9,90348720550537;0,00000000000000000;0;NA;NA
1989;418083;60;22000000;20000;1,00000000000000000;0,02999999932944775;32;1;0;1;0;20;10,6666669845581055;0,0000000000000000;4,09434461593628;16,9065532684326;-3,5065579414367676;2,4567358493804932;0,6931471824645996;1;-0,6931471824645996;-1;-0,69314718246459961;-0,49247550964355469;9,90348720550537;0,00000000000000000;1;NA;NA
1987;418084;40;1200000;10000;NA;NA;200;1;0;0;0;6;30,0000000000000000;NA;3,68887948989868;13,9978322982788;NA;3,4339871406555176;NA;0;NA;0;NA;NA;9,21034049987793;NA;NA;NA;NA
1988;418084;35;1100000;10300;NA;NA;NA;1;1;0;1;35;NA;NA;3,55534815788269;13,9108209609985;NA;NA;NA;0;NA;1;-0,13353133201599121;-0,08701133728027344;9,23989963531494;0,02955913543701172;0;NA;NA
1989;418084;50;1300000;10700;NA;NA;200;1;0;1;0;6;24,0000000000000000;NA;3,91202306747437;14,0778751373291;NA;3,2188758850097656;NA;1;NA;-1;0,35667490959167480;0,16705417633056641;9,27799892425537;0,03809928894042969;1;NA;NA
1987;418091;150;11000000;12000;8,18000030517578125;NA;10;0;0;0;0;20;1,3333333730697632;2,1016921997070312;5,01063537597656;16,2134056091309;NA;0,8472979068756104;NA;0;NA;0;NA;NA;9,39266204833984;NA;NA;NA;NA
1988;418091;175;15000000;14000;0,67000001668930054;NA;30;0;1;0;1;74;12,6857147216796875;-0,4004775285720825;5,16478586196899;16,5235614776611;NA;2,6163525581359863;2,1016921997070312;0;-2,5021696090698242;1;0,15415048599243164;0,31015586853027344;9,54681301116943;0,15415096282958984;0;11,35238170623779297;1,76905465126037598
1989;418091;200;18000000;16000;0,56000000238418579;NA;20;0;0;1;0;50;5,0000000000000000;-0,5798184871673584;5,29831743240356;16,7058830261230;NA;1,7917594909667969;-0,4004775285720825;1;-0,1793409585952759;-1;0,13353157043457031;0,18232154846191406;9,68034362792969;0,13353061676025391;1;-7,68571472167968750;-0,82459306716918945
1987;418097;80;6000000;12480;1,66999995708465576;15,00000000000000000;5;0;0;0;0;5;0,3125000000000000;0,5128235816955566;4,38202667236328;15,6072702407837;2,7080502510070801;0,2719337046146393;NA;0;NA;0;NA;NA;9,43188285827637;NA;NA;NA;NA
1988;418097;150;7700000;14560;1,16999995708465576;12,00000000000000000;30;0;1;0;1;14;2,7999999523162842;0,1570037156343460;5,01063537597656;15,8567304611206;2,4849066734313965;1,3350011110305786;0,5128235816955566;0;-0,3558198809623718;1;0,62860870361328125;0,24946022033691406;9,58603286743164;0,15415000915527344;0;2,48749995231628418;1,06306743621826172
1989;418097;120;5643000;16640;1,41999995708465576;10,00000000000000000;0;0;0;1;0;0;0,0000000000000000;0,3506568372249603;4,78749179840088;15,5459260940552;2,3025851249694824;0,0000000000000000;0,1570037156343460;1;0,1936531215906143;-1;-0,22314357757568359;-0,31080436706542969;9,71956443786621;0,13353157043457031;1;-2,79999995231628418;-1,33500111103057861
1987;418098;15;NA;9360;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;2,70805025100708;NA;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,14420032501221;NA;NA;NA;NA
1988;418098;18;NA;10400;NA;NA;40;0;1;0;1;18;40,0000000000000000;NA;2,89037179946899;NA;NA;3,7135720252990723;NA;0;NA;1;0,18232154846191406;NA;9,24956130981445;0,10536098480224609;0;40,00000000000000000;3,71357202529907227
1989;418098;22;NA;13520;NA;NA;80;0;0;1;0;3;10,9090909957885742;NA;3,09104251861572;NA;NA;2,4773020744323730;NA;1;NA;-1;0,20067071914672852;NA;9,51192569732666;0,26236438751220703;1;-29,09090805053710938;-1,23626995086669922
1987;418107;10;307501;8500;0,98000001907348633;NA;10;0;0;0;0;10;10,0000000000000000;-0,0202026870101690;2,30258512496948;12,6362333297729;NA;2,3978953361511230;NA;0;NA;0;NA;NA;9,04782104492188;NA;NA;NA;NA
1988;418107;25;1961818;9000;0,50999999046325684;NA;83;0;1;0;1;25;83,0000000000000000;-0,6733445525169373;3,21887588500977;14,4893817901611;NA;4,4308166503906250;-0,0202026870101690;0;-0,6531418561935425;1;0,91629076004028320;1,85314846038818359;9,10497951507568;0,05715847015380859;0;73,00000000000000000;2,03292131423950195
1989;418107;34;2650786;9400;0,44999998807907104;NA;15;0;0;1;0;30;13,2352943420410156;-0,7985077500343323;3,52636051177979;14,7903671264648;NA;2,6557242870330811;-0,6733445525169373;1;-0,1251631975173950;-1;0,30748462677001953;0,30098533630371094;9,14846515655518;0,04348564147949219;1;-69,76470947265625000;-1,77509236335754395
1987;418109;6;600000;16640;NA;NA;200;0;0;0;0;3;100,0000000000000000;NA;1,79175949096680;13,3046846389771;NA;4,6151204109191895;NA;0;NA;0;NA;NA;9,71956443786621;NA;NA;NA;NA
1988;418109;12;820000;18304;NA;NA;290;0;1;0;1;5;120,8333358764648438;NA;2,48490667343140;13,6170597076416;NA;4,8026537895202637;NA;0;NA;1;0,69314718246459961;0,31237506866455078;9,81487464904785;0,09531021118164062;0;20,83333587646484375;0,18753337860107422
1989;418109;14;1200000;19552;NA;NA;320;0;0;1;0;4;91,4285736083984375;NA;2,63905739784241;13,9978322982788;NA;4,5264363288879395;NA;1;NA;-1;0,15415072441101074;0,38077259063720703;9,88083267211914;0,06595802307128906;1;-29,40476226806640625;-0,27621746063232422
1987;418118;16;1608573;35000;1,00000000000000000;10,00000000000000000;5;0;0;0;0;10;3,1250000000000000;0,0000000000000000;2,77258872985840;14,2908582687378;2,3025851249694824;1,4170659780502319;NA;0;NA;0;NA;NA;10,46310329437256;NA;NA;NA;NA
1988;418118;16;1342236;38000;0,50000000000000000;5,00000000000000000;25;0;1;0;1;16;25,0000000000000000;-0,6931471824645996;2,77258872985840;14,1098470687866;1,6094379425048828;3,2580964565277100;0,0000000000000000;0;-0,6931471824645996;1;0,00000000000000000;-0,18101119995117188;10,54534149169922;0,08223819732666016;0;21,87500000000000000;1,84103047847747803
1989;418118;16;1504283;41000;0,10000000149011612;1,00000000000000000;5;0;0;1;0;10;3,1250000000000000;-2,3025851249694824;2,77258872985840;14,2238273620605;0,0000000000000000;1,4170659780502319;-0,6931471824645996;1;-1,6094379425048828;-1;0,00000000000000000;0,11398029327392578;10,62132740020752;0,07598590850830078;1;-21,87500000000000000;-1,84103047847747803
1987;418124;15;1600000;12000;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;2,70805025100708;14,2855138778687;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,39266204833984;NA;NA;NA;NA
1988;418124;20;1800000;13000;NA;NA;40;0;1;0;1;9;18,0000000000000000;NA;2,99573230743408;14,4032974243164;NA;2,9444389343261719;NA;0;NA;1;0,28768205642700195;0,11778354644775391;9,47270488739014;0,08004283905029297;0;18,00000000000000000;2,94443893432617188
1989;418124;26;2000000;16000;NA;NA;8;0;0;1;0;6;1,8461538553237915;NA;3,25809645652771;14,5086574554443;NA;1,0459685325622559;NA;1;NA;-1;0,26236414909362793;0,10536003112792969;9,68034362792969;0,20763874053955078;1;-16,15384674072265625;-1,89847040176391602
1987;418125;72;10467040;17700;0,44999998807907104;NA;10;0;0;0;0;67;9,3055553436279297;-0,7985077500343323;4,27666616439819;16,1637420654297;NA;2,3326830863952637;NA;0;NA;0;NA;NA;9,78131961822510;NA;NA;NA;NA
1988;418125;128;15440030;19350;0,61000001430511475;NA;31;0;1;0;1;128;31,0000000000000000;-0,4942963123321533;4,85203027725220;16,5524749755859;NA;3,4657359123229980;-0,7985077500343323;0;0,3042114377021790;1;0,57536411285400391;0,38873291015625000;9,87044811248779;0,08912849426269531;0;21,69444465637207031;1,13305282592773438
1989;418125;168;22979550;23250;0,60000002384185791;NA;14;0;0;1;0;108;9,0000000000000000;-0,5108255743980408;5,12396383285522;16,9501152038574;NA;2,3025851249694824;-0,4942963123321533;1;-0,0165292620658875;-1;0,27193355560302734;0,39764022827148438;10,05405998229980;0,18361186981201172;1;-22,00000000000000000;-1,16315078735351562
1987;418126;60;5600000;23000;NA;NA;30;0;0;0;0;10;5,0000000000000000;NA;4,09434461593628;15,5382776260376;NA;1,7917594909667969;NA;0;NA;0;NA;NA;10,04324913024902;NA;NA;NA;NA
1988;418126;50;6200000;25000;NA;NA;48;0;1;0;1;50;48,0000000000000000;NA;3,91202306747437;15,6400594711304;NA;3,8918201923370361;NA;0;NA;1;-0,18232154846191406;0,10178184509277344;10,12663078308105;0,08338165283203125;0;43,00000000000000000;2,10006070137023926
1989;418126;48;6300000;27000;NA;NA;30;0;0;1;0;6;3,7500000000000000;NA;3,87120103836060;15,6560602188110;NA;1,5581445693969727;NA;1;NA;-1;-0,04082202911376953;0,01600074768066406;10,20359230041504;0,07696151733398438;1;-44,25000000000000000;-2,33367562294006348
1987;418140;17;NA;NA;8,00000000000000000;NA;0;0;0;0;0;0;0,0000000000000000;2,0794415473937988;2,83321332931519;NA;NA;0,0000000000000000;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA
1988;418140;23;NA;NA;4,00000000000000000;NA;80;0;1;0;1;23;80,0000000000000000;1,3862943649291992;3,13549423217773;NA;NA;4,3944492340087891;2,0794415473937988;0;-0,6931471824645996;1;0,30228090286254883;NA;NA;NA;0;80,00000000000000000;4,39444923400878906
1989;418140;20;NA;NA;2,50000000000000000;NA;40;0;0;1;0;6;12,0000000000000000;0,9162907600402832;2,99573230743408;NA;NA;2,5649492740631104;1,3862943649291992;1;-0,4700036048889160;-1;-0,13976192474365234;NA;NA;NA;1;-68,00000000000000000;-1,82949995994567871
1987;418147;15;726833;9048;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;2,70805025100708;13,4964523315430;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,11029911041260;NA;NA;NA;NA
1988;418147;80;4005963;10088;NA;NA;40;0;0;0;1;40;20,0000000000000000;NA;4,38202667236328;15,2032947540283;NA;3,0445225238800049;NA;0;NA;0;1,67397642135620117;1,70684242248535156;9,21910190582275;0,10880279541015625;0;20,00000000000000000;3,04452252388000488
1989;418147;30;2089704;10504;NA;NA;0;0;0;1;0;0;0,0000000000000000;NA;3,40119743347168;14,5525331497192;NA;0,0000000000000000;NA;0;NA;0;-0,98082923889160156;-0,65076160430908203;9,25951099395752;0,04040908813476562;0;-20,00000000000000000;-3,04452252388000488
1987;418163;72;7742994;18305;9,00000000000000000;NA;0;1;0;0;0;0;0,0000000000000000;2,1972246170043945;4,27666616439819;15,8622989654541;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,81492996215820;NA;NA;NA;NA
1988;418163;70;8273868;19828;7,00000000000000000;NA;40;1;1;0;1;70;40,0000000000000000;1,9459100961685181;4,24849510192871;15,9286127090454;NA;3,7135720252990723;2,1972246170043945;0;-0,2513145208358765;1;-0,02817106246948242;0,06631374359130859;9,89485073089600;0,07992076873779297;0;40,00000000000000000;3,71357202529907227
1989;418163;68;8329656;17893;6,50000000000000000;NA;0;1;0;1;0;0;0,0000000000000000;1,8718022108078003;4,21950769424438;15,9353322982788;NA;0,0000000000000000;1,9459100961685181;1;-0,0741078853607178;-1;-0,02898740768432617;0,00671958923339844;9,79216480255127;-0,10268592834472656;1;-40,00000000000000000;-3,71357202529907227
1987;418168;7;5449674;NA;0,00999999977648258;NA;40;0;0;0;0;7;40,0000000000000000;-4,6051702499389648;1,94591009616852;15,5110664367676;NA;3,7135720252990723;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA
1988;418168;7;6131102;NA;0,10999999940395355;NA;40;0;0;0;1;7;40,0000000000000000;-2,2072749137878418;1,94591009616852;15,6288852691650;NA;3,7135720252990723;-4,6051702499389648;0;2,3978953361511230;0;0,00000000000000000;0,11781883239746094;NA;NA;0;0,00000000000000000;0,00000000000000000
1989;418168;8;7332464;NA;0,20000000298023224;NA;0;0;0;1;0;0;0,0000000000000000;-1,6094379425048828;2,07944154739380;15,8078222274780;NA;0,0000000000000000;-2,2072749137878418;0;0,5978369712829590;0;0,13353145122528076;0,17893695831298828;NA;NA;0;-40,00000000000000000;-3,71357202529907227
1987;418177;120;10000000;28080;18,00000000000000000;3,00000000000000000;20;1;0;0;0;0;0,0000000000000000;2,8903717994689941;4,78749179840088;16,1180953979492;1,0986123085021973;0,0000000000000000;NA;0;NA;0;NA;NA;10,24281311035156;NA;NA;NA;NA
1988;418177;120;12000000;28080;19,00000000000000000;3,00000000000000000;26;1;1;0;1;120;26,0000000000000000;2,9444389343261719;4,78749179840088;16,3004169464111;1,0986123085021973;3,2958369255065918;2,8903717994689941;0;0,0540671348571777;1;0,00000000000000000;0,18232154846191406;10,24281311035156;0,00000000000000000;0;26,00000000000000000;3,29583692550659180
1989;418177;120;11000000;28080;18,00000000000000000;3,00000000000000000;14;1;0;1;0;120;14,0000000000000000;2,8903717994689941;4,78749179840088;16,2134056091309;1,0986123085021973;2,7080502510070801;2,9444389343261719;1;-0,0540671348571777;-1;0,00000000000000000;-0,08701133728027344;10,24281311035156;0,00000000000000000;1;-12,00000000000000000;-0,58778667449951172
1987;418183;21;NA;14800;NA;2,40000009536743164;NA;0;0;0;0;21;NA;NA;3,04452252388000;NA;0,8754687905311584;NA;NA;0;NA;0;NA;NA;9,60238265991211;NA;NA;NA;NA
1988;418183;25;1800000;15100;NA;2,78999996185302734;NA;0;0;0;1;25;NA;NA;3,21887588500977;14,4032974243164;1,0260416269302368;NA;NA;0;NA;0;0,17435336112976074;NA;9,62244987487793;0,02006721496582031;0;NA;NA
1989;418183;30;2100000;16500;NA;2,00000000000000000;NA;0;0;1;0;30;NA;NA;3,40119743347168;14,5574474334717;0,6931471824645996;NA;NA;0;NA;0;0,18232154846191406;0,15415000915527344;9,71111583709717;0,08866596221923828;0;NA;NA
1987;418185;31;2000000;30000;NA;NA;NA;0;0;0;0;31;NA;NA;3,43398714065552;14,5086574554443;NA;NA;NA;0;NA;0;NA;NA;10,30895233154297;NA;NA;NA;NA
1988;418185;47;2200000;30000;NA;NA;NA;0;0;0;1;47;NA;NA;3,85014748573303;14,6039676666260;NA;NA;NA;0;NA;0;0,41616034507751465;0,09531021118164062;10,30895233154297;0,00000000000000000;0;NA;NA
1989;418185;32;1800000;30000;NA;NA;NA;0;0;1;0;32;NA;NA;3,46573591232300;14,4032974243164;NA;NA;NA;0;NA;0;-0,38441157341003418;-0,20067024230957031;10,30895233154297;0,00000000000000000;0;NA;NA
1987;418213;25;1400000;14000;NA;NA;10;0;0;0;0;3;1,2000000476837158;NA;3,21887588500977;14,1519832611084;NA;0,7884573936462402;NA;0;NA;0;NA;NA;9,54681301116943;NA;NA;NA;NA
1988;418213;30;1680000;16000;NA;NA;NA;0;1;0;1;17;NA;NA;3,40119743347168;14,3343048095703;NA;NA;NA;0;NA;1;0,18232154846191406;0,18232154846191406;9,68034362792969;0,13353061676025391;0;NA;NA
1989;418213;39;2806000;17000;NA;NA;12;0;0;1;0;4;1,2307692766189575;NA;3,66356158256531;14,8472709655762;NA;0,8023464679718018;NA;1;NA;-1;0,26236414909362793;0,51296615600585938;9,74096870422363;0,06062507629394531;1;NA;NA
1987;418220;19;580000;8840;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;2,94443893432617;13,2707834243774;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,08704185485840;NA;NA;NA;NA
1988;418220;21;660000;9360;NA;NA;39;0;1;0;1;21;39,0000000000000000;NA;3,04452252388000;13,3999948501587;NA;3,6888794898986816;NA;0;NA;1;0,10008358955383301;0,12921142578125000;9,14420032501221;0,05715847015380859;0;39,00000000000000000;3,68887948989868164
1989;418220;30;984000;10720;NA;NA;0;0;0;1;0;0;0,0000000000000000;NA;3,40119743347168;13,7993812561035;NA;0,0000000000000000;NA;1;NA;-1;0,35667490959167480;0,39938640594482422;9,27986621856689;0,13566589355468750;1;-39,00000000000000000;-3,68887948989868164
1987;418225;15;1300000;13000;NA;NA;0;1;0;0;0;0;0,0000000000000000;NA;2,70805025100708;14,0778751373291;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,47270488739014;NA;NA;NA;NA
1988;418225;18;1600000;14040;NA;NA;10;1;1;0;1;18;10,0000000000000000;NA;2,89037179946899;14,2855138778687;NA;2,3978953361511230;NA;0;NA;1;0,18232154846191406;0,20763874053955078;9,54966545104980;0,07696056365966797;0;10,00000000000000000;2,39789533615112305
1989;418225;28;2300000;15080;NA;NA;0;1;0;1;0;0;0,0000000000000000;NA;3,33220458030701;14,6484193801880;NA;0,0000000000000000;NA;1;NA;-1;0,44183278083801270;0,36290550231933594;9,62112426757812;0,07145881652832031;1;-10,00000000000000000;-2,39789533615112305
1987;418229;6;490000;14560;NA;NA;0;0;0;0;0;4;0,0000000000000000;NA;1,79175949096680;13,1021604537964;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,58603286743164;NA;NA;NA;NA
1988;418229;7;580000;15600;NA;NA;0;0;0;0;1;6;0,0000000000000000;NA;1,94591009616852;13,2707834243774;NA;0,0000000000000000;NA;0;NA;0;0,15415060520172119;0,16862297058105469;9,65502643585205;0,06899356842041016;0;0,00000000000000000;0,00000000000000000
1989;418229;8;660000;16640;NA;NA;0;0;0;1;0;4;0,0000000000000000;NA;2,07944154739380;13,3999948501587;NA;0,0000000000000000;NA;0;NA;0;0,13353145122528076;0,12921142578125000;9,71956443786621;0,06453800201416016;0;0,00000000000000000;0,00000000000000000
1987;418237;28;4568907;19042;0,28000000119209290;NA;0;1;0;0;0;0;0,0000000000000000;-1,2729656696319580;3,33220458030701;15,3347845077515;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,85440254211426;NA;NA;NA;NA
1988;418237;28;4904008;19845;0,20000000298023224;NA;12;1;1;0;1;14;6,0000000000000000;-1,6094379425048828;3,33220458030701;15,4055633544922;NA;1,9459100961685181;-1,2729656696319580;0;-0,3364722728729248;1;0,00000000000000000;0,07077884674072266;9,89570713043213;0,04130458831787109;0;6,00000000000000000;1,94591009616851807
1989;418237;29;5884603;20426;0,18999999761581421;NA;10;1;0;1;0;4;1,3793103694915771;-1,6607311964035034;3,36729574203491;15,5878496170044;NA;0,8668106794357300;-1,6094379425048828;1;-0,0512932538986206;-1;0,03509116172790527;0,18228626251220703;9,92456340789795;0,02885627746582031;1;-4,62068939208984375;-1,07909941673278809
1987;418239;80;6900000;13728;NA;0,21999999880790710;20;0;0;0;0;20;5,0000000000000000;NA;4,38202667236328;15,7470321655273;-1,5141277313232422;1,7917594909667969;NA;0;NA;0;NA;NA;9,52719306945801;NA;NA;NA;NA
1988;418239;65;8400000;14664;NA;0,23999999463558197;20;0;0;0;1;25;7,6923074722290039;NA;4,17438745498657;15,9437417984009;-1,4271163940429688;2,1624383926391602;NA;0;NA;0;-0,20763921737670898;0,19670963287353516;9,59315109252930;0,06595802307128906;0;2,69230747222900391;0,37067890167236328
1989;418239;75;7100000;15600;NA;0,41999998688697815;20;0;0;1;0;30;8,0000000000000000;NA;4,31748819351196;15,7756052017212;-0,8675006031990051;2,1972246170043945;NA;0;NA;0;0,14310073852539062;-0,16813659667968750;9,65502643585205;0,06187534332275391;0;0,30769252777099609;0,03478622436523438
1987;418243;12;NA;15000;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;2,48490667343140;NA;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,61580562591553;NA;NA;NA;NA
1988;418243;14;NA;15000;NA;NA;0;0;0;0;1;0;0,0000000000000000;NA;2,63905739784241;NA;NA;0,0000000000000000;NA;0;NA;0;0,15415072441101074;NA;9,61580562591553;0,00000000000000000;0;0,00000000000000000;0,00000000000000000
1989;418243;15;NA;16000;NA;NA;0;0;0;1;0;0;0,0000000000000000;NA;2,70805025100708;NA;NA;0,0000000000000000;NA;0;NA;0;0,06899285316467285;NA;9,68034362792969;0,06453800201416016;0;0,00000000000000000;0,00000000000000000
1987;418245;25;3000000;20000;NA;NA;0;0;0;0;0;0;0,0000000000000000;NA;3,21887588500977;14,9141225814819;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,90348720550537;NA;NA;NA;NA
1988;418245;30;4000000;25000;NA;NA;0;0;0;0;1;0;0,0000000000000000;NA;3,40119743347168;15,2018051147461;NA;0,0000000000000000;NA;0;NA;0;0,18232154846191406;0,28768253326416016;10,12663078308105;0,22314357757568359;0;0,00000000000000000;0,00000000000000000
1989;418245;40;6000000;30000;NA;NA;0;0;0;1;0;0;0,0000000000000000;NA;3,68887948989868;15,6072702407837;NA;0,0000000000000000;NA;0;NA;0;0,28768205642700195;0,40546512603759766;10,30895233154297;0,18232154846191406;0;0,00000000000000000;0,00000000000000000
1987;419198;17;1083644;24000;7,00000000000000000;10,00000000000000000;56;0;0;0;0;6;19,7647056579589844;1,9459100961685181;2,83321332931519;13,8958396911621;2,3025851249694824;3,0332546234130859;NA;0;NA;0;NA;NA;10,08580875396729;NA;NA;NA;NA
1988;419198;13;851605;24000;5,00000000000000000;8,00000000000000000;88;0;1;0;1;13;88,0000000000000000;1,6094379425048828;2,56494927406311;13,6548776626587;2,0794415473937988;4,4886364936828613;1,9459100961685181;0;-0,3364721536636353;1;-0,26826405525207520;-0,24096202850341797;10,08580875396729;0,00000000000000000;0;68,23529052734375000;1,45538187026977539
1989;419198;9;885852;16000;4,00000000000000000;7,50000000000000000;56;0;0;1;0;1;6,2222223281860352;1,3862943649291992;2,19722461700439;13,6943054199219;2,0149030685424805;1,9771627187728882;1,6094379425048828;1;-0,2231435775756836;-1;-0,36772465705871582;0,03942775726318359;9,68034362792969;-0,40546512603759766;1;-81,77777862548828125;-2,51147365570068359
1987;419201;20;3499895;14560;2,00000000000000000;NA;0;0;0;0;0;0;0,0000000000000000;0,6931471824645996;2,99573230743408;15,0682439804077;NA;0,0000000000000000;NA;0;NA;0;NA;NA;9,58603286743164;NA;NA;NA;NA
